dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
0.70272,tcp,-,FIN,10,6,2516,268,21.345629,254,252,25785.51953,2550.091064,2,1,75.394,115.395203,4067.035111,198.929141,255,3448063655,2150853625,255,0.20139,0.125741,0.075649,252,45,0,0,4,1,1,1,1,4,0,0,0,2,4,0,0
26.006224,tcp,http,FIN,302,746,16186,1087890,40.259594,31,29,4962.812012,334206.7813,2,370,86.398239,34.906099,8556.177287,5310.274121,255,3598519177,3601525593,255,0.001323,0.001171,0.000152,54,1458,1,524288,5,0,3,2,1,1,0,0,1,11,3,0,0
0.034578,tcp,-,FIN,48,50,2958,32642,2805.251954,31,29,670252.75,7401238.0,7,18,0.728511,0.695122,49.606087,47.438718,255,1551092495,3720780762,255,0.000644,0.000512,0.000132,62,653,0,0,5,0,3,1,1,1,0,0,0,2,6,0,0
0.133143,tcp,-,FIN,96,98,5486,92746,1449.569338,31,29,326205.6875,5515874.0,7,42,1.397621,1.367124,0.0,84.197054,255,4177422963,4186793698,255,0.00066,0.000528,0.000132,57,946,0,0,10,0,2,1,1,2,0,0,0,6,7,0,0
2.884401,tcp,ftp,FIN,14,12,756,682,8.667311,254,252,1947.024658,1736.235596,4,4,221.877,253.712641,17056.49175,483.193688,255,2530009659,1666919600,255,0.164104,0.092931,0.071173,54,57,0,0,1,1,1,1,1,2,0,0,0,1,1,0,0
1.769069,tcp,-,FIN,228,438,13142,548216,375.903945,31,29,59172.36719,2473459.25,21,197,7.791903,4.056468,2451.450869,1768.88977,255,3644438433,1499336355,255,0.000558,0.000446,0.000112,58,1252,0,0,7,0,2,1,1,6,0,0,0,1,10,0,0
0.094329,tcp,-,FIN,60,62,3614,45696,1282.744444,31,29,301413.1563,3812952.5,7,24,1.620414,1.538557,88.376562,86.211448,255,3406022768,1385065994,255,0.0006,0.000474,0.000126,60,737,0,0,11,0,6,1,1,1,0,0,0,2,1,0,0
0.026399,tcp,smtp,FIN,52,42,37232,3380,3522.860766,31,29,11065874.0,1000037.875,18,8,0.510392,0.63061,27.207959,1.227186,255,2676588423,532259270,255,0.000674,0.00054,0.000134,716,80,0,0,1,0,3,1,1,2,0,0,0,2,1,0,0
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,3,3,3,36,0,0,0,3,36,0,1
0.067681,tcp,-,FIN,50,50,3062,32642,1462.744353,31,29,354722.9063,3781268.0,7,18,1.374776,1.428064,85.759718,2.327157,255,2055506047,4254112509,255,0.001724,0.000559,0.001165,61,653,0,0,2,0,4,1,1,1,0,0,0,2,6,0,0
0.001083,udp,dns,CON,2,2,146,178,2770.083151,31,29,539242.875,657433.0625,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,5,1,1,1,0,0,0,1,3,0,0
4e-06,udp,radius,INT,2,0,636,0,250000.0006,254,0,636000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,318,0,0,0,1,2,2,1,1,1,0,0,0,1,1,0,0
0.875241,tcp,-,FIN,10,8,534,354,19.423222,254,252,4396.503418,2833.505371,2,1,92.241222,117.26257,5499.365649,208.34775,255,931267938,1421824933,255,0.113528,0.054402,0.059126,53,44,0,0,7,1,1,1,1,6,0,0,0,2,6,0,0
5e-06,tcp,-,REQ,2,0,90,0,200000.0051,254,0,72000000.0,0.0,1,0,0.005,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,9,6,4,1,1,7,0,0,0,4,9,0,0
0.024874,tcp,-,FIN,60,62,3614,50036,4864.51719,31,29,1143040.875,15833079.0,7,24,0.415949,0.403967,22.22055,21.865361,255,2956423238,807152344,255,0.000766,0.000626,0.00014,60,807,0,0,10,0,1,1,1,4,0,0,0,5,8,0,0
0.035776,tcp,-,FIN,68,70,4014,59460,3829.382776,31,29,884391.75,13106216.0,7,28,0.529299,0.51071,31.357827,30.684351,255,3617727973,3625861704,255,0.000659,0.000534,0.000125,59,849,0,0,8,0,7,1,1,5,0,0,0,10,6,0,0
0.001079,udp,dns,CON,2,2,130,162,2780.352305,31,29,481927.7188,600556.125,0,0,0.005,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,2,1,1,1,0,0,0,3,3,0,0
0.033581,tcp,ftp,FIN,52,54,2934,3740,3126.76813,31,29,685625.8125,874542.1875,11,15,0.652137,0.623019,50.715166,1.384478,255,3286732957,1138219814,255,0.000718,0.000556,0.000162,56,69,0,0,1,0,6,1,1,4,1,1,0,5,1,0,0
0.001058,udp,-,CON,2,2,146,178,2835.538689,31,29,551984.875,672967.875,0,0,0.012,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,13,0,1,2,1,1,0,0,0,2,7,0,0
0.909773,tcp,-,FIN,12,10,694,646,23.082681,254,252,5601.397461,5117.760254,2,3,82.706636,92.012555,4721.641568,116.785938,255,2345917122,2099569251,255,0.137271,0.080943,0.056328,58,65,0,0,5,1,1,1,1,4,0,0,0,1,4,0,0
1.537153,tcp,-,FIN,20,8,17266,354,17.56494,254,252,85368.21094,1613.372192,7,1,75.47879,209.902422,6408.953394,301.587875,255,3027725874,3318959665,255,0.15729,0.067835,0.089455,863,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,0
1.671507,tcp,-,FIN,10,8,534,354,10.170463,254,252,2302.114258,1483.69104,2,1,185.713667,213.273141,9906.4853,408.686281,255,4215219063,3888625689,255,0.403273,0.178594,0.224679,53,44,0,0,3,1,1,2,1,2,0,0,0,2,2,0,0
0.013227,tcp,-,FIN,44,46,2766,24004,6728.661122,31,29,1635442.625,14203070.0,7,16,0.299605,0.279511,0.0,15.895375,255,164861220,2316548925,255,0.000776,0.000645,0.000131,63,522,0,0,3,0,2,1,1,1,0,0,0,3,10,0,0
0.004745,tcp,-,FIN,18,18,3960,2456,7376.185393,31,29,6305585.0,3911485.75,7,7,0.260706,0.251353,12.926884,0.327716,255,273187533,276066420,255,0.000581,0.000469,0.000112,220,136,0,0,5,0,5,1,1,3,0,0,0,5,8,0,0
1.004866,tcp,http,FIN,10,10,862,1194,18.907994,62,252,6177.937988,8558.355469,2,2,109.107778,106.424664,7523.907421,159.172984,255,2880628317,3357078251,255,0.100861,0.047035,0.053826,86,119,1,130,2,1,1,1,1,2,0,0,1,1,2,0,0
0.001095,udp,dns,CON,2,2,146,178,2739.726138,31,29,533333.375,650228.3125,0,0,0.006,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,3,1,1,0,0,0,4,3,0,0
0.004722,tcp,-,FIN,18,18,4016,2456,7412.113355,31,29,6426090.5,3930537.75,7,7,0.259941,0.248529,12.921053,0.329078,255,1134235471,1137279646,255,0.000616,0.000493,0.000123,223,136,0,0,7,0,5,1,1,5,0,0,0,6,18,0,0
0.001145,udp,dns,CON,2,2,146,178,2620.087365,31,29,510043.6875,621834.0625,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,5,1,1,2,0,0,0,4,1,0,0
0.170654,tcp,-,CON,6,2,978,86,41.01867,62,252,38205.96094,2015.774658,2,1,34.1308,0.008,2073.980373,0.0,255,227811159,3781939681,255,0.144279,0.082532,0.061747,163,43,0,0,9,3,5,5,1,8,0,0,0,6,8,0,0
0.001787,udp,-,CON,4,4,512,304,3917.17966,31,29,1719082.25,1020705.125,0,0,0.451333,0.232667,0.632625,0.31985,0,0,0,0,0.0,0.0,0.0,128,76,0,0,1,0,1,1,1,1,0,0,0,1,6,0,0
0.046442,tcp,smtp,FIN,52,42,37310,3380,2002.497811,31,29,6303432.5,568451.0,18,8,0.903569,1.12061,51.362825,2.591165,255,1487276304,3633632168,255,0.000654,0.000492,0.000162,718,80,0,0,1,0,1,1,1,1,0,0,0,2,2,0,0
0.005135,tcp,ftp-data,FIN,14,6,8928,320,3700.097214,31,29,12916845.0,415968.8125,4,1,0.395,0.901,20.435555,1.57616,255,3221814299,1086698550,255,0.000621,0.000509,0.000112,638,53,0,0,6,0,8,1,1,6,0,0,0,5,3,0,0
0.0182,tcp,-,FIN,16,18,1540,1644,1813.186739,31,29,634725.25,682637.3125,4,4,1.1926,1.024,71.177315,2.186984,255,22201898,26217496,255,0.000938,0.000787,0.000151,96,91,0,0,22,0,7,18,1,6,0,0,0,24,8,0,0
1.499104,tcp,-,CON,6,2,978,86,4.669456,62,252,4349.264648,229.470398,2,1,299.8208,0.003,15065.53738,0.0,255,2780161846,2510006272,255,0.825965,0.785573,0.040392,163,43,0,0,3,3,3,3,1,3,0,0,0,3,3,0,0
0.004524,udp,-,CON,4,4,568,320,1547.303275,31,29,753315.625,424403.1875,0,0,1.154667,1.003,1.623754,1.407142,0,0,0,0,0.0,0.0,0.0,142,80,0,0,8,0,1,1,1,1,0,0,0,1,3,0,0
0.001033,udp,dns,CON,2,2,146,178,2904.162775,31,29,565343.6875,689254.625,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,1,1,1,1,0,0,0,2,3,0,0
1.610991,tcp,-,FIN,10,8,534,354,10.552511,254,252,2388.591797,1539.425171,2,0,9450.5229,11813.201,929241.522,30673.196,255,3013715546,2153571032,255,0.159558,0.124976,0.034582,53,44,0,0,5,1,1,1,1,2,0,0,0,1,3,0,0
1.376763,tcp,-,FIN,10,8,564,354,12.347804,254,252,2951.851562,1801.326782,2,1,152.868333,182.761859,8575.949315,285.128531,255,324360864,1887962162,255,0.176845,0.097429,0.079416,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.459836,tcp,smtp,FIN,54,44,37938,3484,210.944769,31,29,647813.5625,59238.51172,19,8,9.009686,10.683209,772.188388,24.861203,255,640540193,641472543,255,0.000588,0.000454,0.000134,703,79,0,0,1,0,2,1,1,1,0,0,0,3,2,0,0
1.153305,tcp,-,FIN,10,8,534,354,14.740246,254,252,3336.498047,2150.341797,2,1,124.912778,155.534719,7578.484079,231.025172,255,337953365,1551485655,255,0.141548,0.064559,0.076989,53,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
0.273053,udp,-,CON,4,4,528,304,25.63605,31,29,11602.14356,6680.021973,0,0,85.980664,9.999667,121.590781,14.134593,0,0,0,0,0.0,0.0,0.0,132,76,0,0,4,0,3,1,1,2,0,0,0,3,4,0,0
0.001015,udp,-,CON,2,2,130,162,2955.664893,31,29,512315.25,638423.625,0,0,0.012,0.011,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,15,0,2,3,1,1,0,0,0,7,7,0,0
0.141013,tcp,-,FIN,92,90,5278,83708,1283.569632,31,29,296199.6563,4696191.5,7,39,1.545703,1.57791,87.479788,88.175985,255,3683857853,3684143339,255,0.000697,0.000571,0.000126,57,930,0,0,3,0,1,1,1,2,0,0,0,13,3,0,0
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,3,0,0,0,1,2,0,0
9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,11,2,1,1,1,11,0,0,0,1,11,0,0
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.884,0.0,10.954532,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
0.676472,tcp,-,FIN,10,6,534,268,22.173866,254,252,5688.335938,2649.037842,2,1,71.811111,115.416,3703.907348,190.446719,255,3968169942,2649993523,255,0.190175,0.099391,0.090784,53,45,0,0,3,1,3,2,1,3,0,0,0,2,4,0,0
1.353848,tcp,smtp,FIN,52,40,37372,3276,67.215818,31,29,216591.5313,18879.51953,18,8,27.06986,34.700152,2277.799068,74.083211,255,3658433436,3672060344,255,0.000651,0.000538,0.000113,719,82,0,0,2,0,2,1,1,1,0,0,0,5,1,0,0
0.01708,tcp,-,FIN,16,18,1540,1644,1932.084346,31,29,676346.625,727400.5,4,4,1.1168,0.977941,67.148482,1.935798,255,337736855,342798997,255,0.000592,0.00045,0.000142,96,91,0,0,5,0,4,4,1,5,0,0,0,6,5,0,0
0.372412,tcp,-,FIN,10,6,648,268,40.277972,254,252,12545.24609,4811.875,2,1,41.379111,61.121602,2075.635123,93.646906,255,2958508440,3181065097,255,0.122876,0.06608,0.056796,65,45,0,0,12,1,3,3,1,12,0,0,0,3,12,0,0
2.844328,tcp,-,FIN,290,560,16536,707082,298.48879,31,29,46349.08594,1985200.125,26,253,9.875069,5.087259,4411.502229,3166.159546,255,1124038558,1127656727,255,0.000696,0.000546,0.00015,57,1263,0,0,3,0,2,2,1,3,0,0,0,6,4,0,0
0.038958,tcp,-,FIN,90,92,5174,83812,4646.029277,31,29,1050772.625,17023668.0,7,39,0.43409,0.4259,22.245048,22.095836,255,1959647486,4109528302,255,0.000766,0.000618,0.000148,57,911,0,0,3,0,2,1,1,1,0,0,0,3,5,0,0
0.098567,tcp,-,FIN,60,62,3598,48918,1227.591366,31,29,287236.0938,3906297.25,7,24,1.665339,1.606557,88.940992,87.42109,255,2012567704,2049131117,255,0.000692,0.000564,0.000128,60,789,0,0,10,0,8,1,1,1,0,0,0,3,12,0,0
0.001741,udp,-,CON,4,4,544,304,4020.677805,31,29,1874784.625,1047673.75,0,0,0.462667,0.216,0.646531,0.299817,0,0,0,0,0.0,0.0,0.0,136,76,0,0,18,0,3,1,1,4,0,0,0,6,10,0,0
0.17411,tcp,-,FIN,72,74,4238,63878,832.806868,31,29,192062.5,2895411.0,7,30,2.447268,2.376069,130.336074,129.387654,255,269924760,270274399,255,0.000782,0.000647,0.000135,59,863,0,0,10,0,3,1,1,1,0,0,0,2,7,0,0
8e-06,sccopmce,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,4,4,4,4,0,0,0,5,4,0,1
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,8,2,1,1,1,4,0,0,0,2,4,0,0
0.701122,tcp,-,FIN,12,10,1066,790,29.951992,254,252,11159.25684,8112.710938,3,2,61.923003,73.484781,4211.368462,129.142359,255,2369888838,327200275,255,0.101762,0.039753,0.062009,89,79,0,0,3,1,1,1,1,3,0,0,0,19,3,0,0
0.09552,tcp,-,FIN,60,62,3614,45696,1266.750456,31,29,297654.9375,3765410.5,7,24,1.641052,1.557492,88.324877,85.761185,255,757792781,2931695384,255,0.00065,0.00051,0.00014,60,737,0,0,4,0,4,1,1,1,0,0,0,3,5,0,0
0.245472,tcp,-,CON,6,2,998,86,28.516491,62,252,27115.10938,1401.381836,2,1,49.0944,0.009,3109.672634,0.0,255,3635539243,251362852,255,0.218214,0.196476,0.021738,166,43,0,0,8,3,3,3,1,8,0,0,0,3,8,0,0
0.956433,tcp,-,FIN,10,8,620,354,17.774376,254,252,4667.342285,2592.967773,2,1,106.17,125.84243,5550.127415,242.494406,255,1780222694,762393121,255,0.197312,0.07553,0.121782,62,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
0.001078,udp,dns,CON,2,2,146,178,2782.931502,31,29,541744.0,660482.4375,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,1,1,3,0,0,0,2,2,0,0
0.365304,tcp,-,FIN,10,6,546,268,41.061692,254,252,10774.58789,4905.503418,2,1,36.559222,62.523801,1898.913448,87.507758,255,3674585162,282649604,255,0.093328,0.05268,0.040648,55,45,0,0,6,1,1,1,1,5,0,0,0,1,5,0,0
8e-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,13,1,1,17,0,0,0,13,17,0,0
0.019098,tcp,-,FIN,4,8,690,1272,575.976524,31,29,216986.0625,466226.8125,0,1,5.978667,2.577428,8.448041,5.655838,255,2635445880,490992722,255,0.0,0.0,0.0,173,159,0,0,6,0,3,1,1,1,0,0,0,2,11,0,0
0.523246,tcp,ftp-data,FIN,8,12,424,8824,36.311793,31,29,5672.28418,123674.1406,1,4,74.699145,47.518364,4412.838527,3480.509082,255,3271299411,2192938689,255,0.000667,0.00054,0.000127,53,735,0,0,3,0,9,1,1,5,0,0,0,4,6,0,0
3e-06,tcp,-,REQ,2,0,90,0,333333.3215,254,0,119999992.0,0.0,1,0,0.003,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,4,1,1,12,0,0,0,4,12,0,0
0.018872,tcp,-,FIN,48,50,2958,32368,5139.889708,31,29,1228062.75,13446799.0,7,18,0.394681,0.373449,24.449821,24.839679,255,3204276836,3200377720,255,0.000712,0.000563,0.000149,62,647,0,0,14,0,2,1,1,1,0,0,0,2,12,0,0
0.001676,udp,-,CON,4,4,544,304,4176.611088,31,29,1947494.125,1088305.5,0,0,0.433333,0.213667,0.608585,0.300049,0,0,0,0,0.0,0.0,0.0,136,76,0,0,6,0,4,1,1,3,0,0,0,4,7,0,0
0.03423,tcp,smtp,FIN,52,42,37518,3380,2716.914886,31,29,8599941.0,771253.25,18,8,0.67822,0.823707,40.998005,1.82558,255,2740740869,596366267,255,0.000583,0.000454,0.000129,722,80,0,0,1,0,3,1,1,1,0,0,0,5,1,0,0
0.006508,tcp,-,FIN,18,18,4320,2456,5377.996151,31,29,5015365.5,2851874.5,7,7,0.364706,0.354118,19.6599,0.508202,255,1291783628,3440253737,255,0.000607,0.000484,0.000123,240,136,0,0,6,0,7,1,1,5,0,0,0,4,10,0,0
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.648,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.672,0.0,10.954513,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,0
5e-06,udp,-,INT,2,0,2044,0,200000.0051,254,0,1635200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1022,0,0,0,11,2,2,2,1,11,0,0,0,2,11,0,0
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,9,2,4,3,1,9,0,0,0,3,13,0,0
1.811007,tcp,http,FIN,10,8,1336,354,9.387043,62,252,5314.17041,1369.403809,2,1,201.208556,244.777719,11101.40291,411.4285,255,943030311,4198233763,255,0.226178,0.097555,0.128623,134,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
1.319385,tcp,http,FIN,10,10,816,1140,14.400648,62,252,4456.621582,6221.080078,2,2,146.598333,140.595438,9683.684623,214.642156,255,1041837937,1765604842,255,0.112823,0.053322,0.059501,82,114,1,125,1,1,1,1,1,1,0,0,1,2,1,0,0
1.36063,tcp,-,FIN,10,8,756,354,12.494212,254,252,4004.027344,1822.685059,2,1,148.869556,180.982141,8959.697404,272.660969,255,3678503555,3963146796,255,0.205079,0.09375,0.111329,76,44,0,0,6,1,1,1,1,1,0,0,0,3,1,0,0
8e-06,leaf-2,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,1,1,1,7,0,0,0,2,6,0,1
1.183736,tcp,-,FIN,60,14,68187,612,61.669158,254,252,453148.3438,3845.452148,27,1,19.722882,86.237383,2054.41828,131.061086,255,559472635,336655302,255,0.094983,0.062644,0.032339,1136,44,1,0,3,1,1,2,1,3,0,0,1,2,3,0,1
1.3635,tcp,pop3,FIN,40,162,1792,193482,147.414742,62,252,10255.95898,1128202.375,7,79,34.961539,8.453887,1901.160691,983.545625,255,599247315,1062954885,255,0.071119,0.018703,0.052416,45,1194,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.123168,udp,-,CON,4,4,568,304,56.832944,31,29,27669.52539,14809.04102,0,0,36.005,23.625,50.906738,33.403723,0,0,0,0,0.0,0.0,0.0,142,76,0,0,11,0,4,1,1,4,0,0,0,13,5,0,0
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,23,23,12,28,0,0,0,23,28,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,8,8,5,37,0,0,0,8,37,0,1
0.001706,udp,-,CON,4,4,528,304,4103.165415,31,29,1856975.375,1069167.625,0,0,0.447667,0.194,0.627439,0.268704,0,0,0,0,0.0,0.0,0.0,132,76,0,0,9,0,2,1,1,4,0,0,0,2,9,0,0
1.023365,tcp,http,FIN,14,18,1684,10168,30.292222,31,29,12226.33106,75077.80469,3,5,78.693541,60.155588,8769.258473,7677.595709,255,1030177285,3176583137,255,0.000839,0.000717,0.000122,120,565,1,3924,3,0,1,2,1,2,0,0,1,5,2,0,0
0.020948,tcp,-,FIN,48,50,2958,32368,4630.513597,31,29,1106358.625,12114187.0,7,18,0.43883,0.41602,0.0,26.872776,255,1239467045,1239726499,255,0.000705,0.00056,0.000145,62,647,0,0,4,0,3,1,1,1,0,0,0,3,6,0,0
0.00103,udp,dns,CON,2,2,132,164,2912.621237,31,29,512621.3438,636893.1875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,5,0,1,2,1,1,0,0,0,10,3,0,0
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,12,12,12,17,0,0,0,12,17,0,1
0.024829,tcp,-,FIN,60,62,3598,48918,4873.333556,31,29,1140279.5,15507350.0,7,24,0.422759,0.405883,0.0,22.456409,255,2017734571,2036592728,255,0.000595,0.000473,0.000122,60,789,0,0,5,0,5,1,1,2,0,0,0,2,3,0,0
0.311881,tcp,-,FIN,122,126,7820,15306,791.968717,31,29,198947.6719,389507.5313,30,32,2.662667,2.4906,236.961608,231.775488,255,2358966222,2364157695,255,0.000678,0.000552,0.000126,64,121,0,0,2,0,5,1,1,2,0,0,0,4,12,0,0
0.004989,tcp,http,FIN,8,10,1040,824,3407.496467,31,29,1459210.25,1189817.625,2,2,0.659571,0.55475,36.644329,0.986869,255,670342981,2821484002,255,0.000676,0.000548,0.000128,130,82,1,83,2,0,2,1,1,2,0,0,1,3,2,0,0
0.001568,udp,-,CON,4,4,528,304,4464.28586,31,29,2020408.25,1163265.375,0,0,0.400333,0.199667,0.5605,0.278128,0,0,0,0,0.0,0.0,0.0,132,76,0,0,11,0,3,1,1,3,0,0,0,8,8,0,0
6.728571,tcp,-,FIN,426,858,24016,1094788,190.679419,31,29,28487.47461,1300143.0,38,390,15.831127,7.850766,5799.441057,4083.294201,255,3156411451,1013505344,255,0.000697,0.00046,0.000237,56,1276,0,0,9,0,6,2,1,2,0,0,0,2,9,0,0
0.030633,tcp,-,FIN,50,50,3062,33044,3231.808764,31,29,783729.9375,8457284.0,7,18,0.644915,0.627313,40.135461,1.043772,255,3360501047,1243565289,255,0.000656,0.000519,0.000137,61,661,0,0,9,0,1,1,1,1,0,0,0,3,2,0,0
0.697857,tcp,http,FIN,10,8,832,1212,24.360291,62,252,8586.286133,12162.9502,2,2,77.525111,86.027141,4064.279814,125.475828,255,3923169257,1218095444,255,0.170445,0.095657,0.074788,83,152,1,199,6,1,3,3,3,6,0,0,9,3,6,0,0
0.067761,tcp,-,FIN,48,50,2958,32642,1431.50197,31,29,342025.6563,3776804.0,7,18,1.466326,1.370163,81.633786,79.220986,255,1009688955,1055654562,255,0.000749,0.00062,0.000129,62,653,0,0,7,0,2,1,1,1,0,0,0,4,5,0,0
1.254938,tcp,http,FIN,12,8,932,1388,15.14019,62,252,5450.468262,7745.402344,2,2,114.085271,166.059141,6001.188523,257.742281,255,3348707120,476351353,255,0.157056,0.076184,0.080872,78,174,0,0,2,1,1,1,1,2,0,0,0,20,2,0,0
5e-06,udp,-,INT,2,0,1106,0,200000.0051,254,0,884800000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,553,0,0,0,7,2,3,3,1,7,0,0,0,3,7,0,0
0.659623,tcp,-,CON,6,2,998,86,10.612122,62,252,10090.61231,521.51001,2,1,131.9246,0.002,7934.687345,0.0,255,1439387686,2457711606,255,0.550419,0.382292,0.168127,166,43,0,0,2,3,1,1,1,2,0,0,0,1,2,0,0
0.044137,tcp,-,FIN,48,50,2958,33044,2197.702556,31,29,525092.3125,5869723.5,7,18,0.932468,0.889571,62.419546,61.18739,255,364788310,2554128694,255,0.000671,0.000545,0.000126,62,661,0,0,1,0,6,1,1,3,0,0,0,3,10,0,0
3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,5,5,17,0,0,0,6,14,0,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,16,16,9,34,0,0,0,16,34,0,1
0.016663,tcp,-,FIN,46,48,2854,30622,5581.227874,31,29,1340454.875,14395967.0,7,17,0.361711,0.342702,0.0,19.051507,255,3409313645,3420428079,255,0.000688,0.000552,0.000136,62,638,0,0,5,0,4,1,1,3,0,0,0,4,4,0,0
1.014418,tcp,http,FIN,14,18,1684,10168,30.559394,31,29,12334.16602,75739.98438,3,5,78.002151,59.642529,8783.891238,7692.177225,255,4059393799,4056223977,255,0.000639,0.00049,0.000149,120,565,1,3924,1,0,5,1,1,1,0,0,1,1,4,0,0
0.178426,tcp,-,CON,6,2,978,86,39.231951,62,252,36541.76172,1927.970215,2,1,35.6852,0.001,1816.41888,0.0,255,3028809253,3745928391,48,0.106349,0.066887,0.039462,163,43,0,0,3,3,2,2,1,3,0,0,0,2,3,0,0
0.067956,tcp,-,FIN,48,50,2958,32642,1427.394184,31,29,341044.1875,3765966.25,7,18,1.439319,1.376,87.239112,86.176353,255,3435992867,1329318006,255,0.000653,0.000529,0.000124,62,653,0,0,10,0,4,1,1,1,0,0,0,5,3,0,0
0.76096,tcp,-,FIN,10,8,534,354,22.340202,254,252,5056.770508,3259.04126,2,1,79.385778,94.529859,5209.063364,129.535727,255,973224408,2175112977,255,0.137743,0.099242,0.038501,53,44,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
